Number,jstooltiptrigger_URL,Image,Title_URL,Title,Author_URL,Author,minirating,greytext,smalltext,progresstrigger,wtrtoread__spancontains_class_progresstrigger,myrating
3332,https://www.goodreads.com/book/show/17888952-the-first-phone-call-from-heaven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380034020i/17888952._SX50_.jpg,https://www.goodreads.com/book/show/17888952-the-first-phone-call-from-heaven,The First Phone Call from Heaven,https://www.goodreads.com/author/show/2331.Mitch_Albom,Mitch Albom," 3.76 avg rating — 55,826 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3332,https://www.goodreads.com/book/show/13183957-shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328414465i/13183957._SX50_.jpg,https://www.goodreads.com/book/show/13183957-shadows,"Shadows (Lux, #0.5)",https://www.goodreads.com/author/show/4476934.Jennifer_L_Armentrout,Jennifer L. Armentrout," 4.13 avg rating — 35,873 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3336,https://www.goodreads.com/book/show/1500209.Nobody_s_Boy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286456723i/1500209._SX50_.jpg,https://www.goodreads.com/book/show/1500209.Nobody_s_Boy,Nobody's Boy,https://www.goodreads.com/author/show/1516687.Hector_Malot,Hector Malot," 4.35 avg rating — 13,975 ratings",and,and,Want to Read,Want to Read,Rate this book
3336,https://www.goodreads.com/book/show/19351043-nimona,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412626919l/19351043._SX50_SY75_.jpg,https://www.goodreads.com/book/show/19351043-nimona,Nimona,https://www.goodreads.com/author/show/6887314.Noelle_Stevenson,Noelle Stevenson," 4.14 avg rating — 112,549 ratings",and,and,Want to Read,Want to Read,Rate this book
3338,https://www.goodreads.com/book/show/9376345-bite-club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388177342i/9376345._SY75_.jpg,https://www.goodreads.com/book/show/9376345-bite-club,"Bite Club (The Morganville Vampires, #10)",https://www.goodreads.com/author/show/15292.Rachel_Caine,Rachel Caine," 4.22 avg rating — 29,393 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3338,https://www.goodreads.com/book/show/20363899-happy-halloween,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400651209i/20363899._SX50_.jpg,https://www.goodreads.com/book/show/20363899-happy-halloween,Happy Halloween,https://www.goodreads.com/author/show/6467808.Othen_Donald_Dale_Cummings,Othen Donald Dale Cummings, 4.70 avg rating — 53 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3340,https://www.goodreads.com/book/show/250024.The_City_and_the_Stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340242824i/250024._SY75_.jpg,https://www.goodreads.com/book/show/250024.The_City_and_the_Stars,The City and the Stars,https://www.goodreads.com/author/show/7779.Arthur_C_Clarke,Arthur C. Clarke," 4.08 avg rating — 28,814 ratings",and,and,Want to Read,Want to Read,Rate this book
3340,https://www.goodreads.com/book/show/15781026-heart-of-obsidian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359653471i/15781026._SY75_.jpg,https://www.goodreads.com/book/show/15781026-heart-of-obsidian,"Heart of Obsidian  (Psy-Changeling, #12)",https://www.goodreads.com/author/show/71688.Nalini_Singh,Nalini Singh," 4.45 avg rating — 23,333 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3342,https://www.goodreads.com/book/show/22320.Pattern_Recognition,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288326931i/22320._SY75_.jpg,https://www.goodreads.com/book/show/22320.Pattern_Recognition,"Pattern Recognition (Blue Ant, #1)",https://www.goodreads.com/author/show/9226.William_Gibson,William Gibson," 3.85 avg rating — 46,284 ratings",and,and,Want to Read,Want to Read,Rate this book
3342,https://www.goodreads.com/book/show/13448656-motorcycle-man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547157943i/13448656._SX50_.jpg,https://www.goodreads.com/book/show/13448656-motorcycle-man,"Motorcycle Man (Dream Man, #4)",https://www.goodreads.com/author/show/2958084.Kristen_Ashley,Kristen Ashley," 4.40 avg rating — 52,964 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3342,https://www.goodreads.com/book/show/18528454-a-beautiful-wedding,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384555141i/18528454._SY75_.jpg,https://www.goodreads.com/book/show/18528454-a-beautiful-wedding,"A Beautiful Wedding (Beautiful, #2.5)",https://www.goodreads.com/author/show/4464118.Jamie_McGuire,Jamie McGuire," 4.03 avg rating — 56,842 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3345,https://www.goodreads.com/book/show/293625.Child_of_God,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320509467i/293625._SY75_.jpg,https://www.goodreads.com/book/show/293625.Child_of_God,Child of God,https://www.goodreads.com/author/show/4178.Cormac_McCarthy,Cormac McCarthy," 3.78 avg rating — 37,357 ratings",and,and,Want to Read,Want to Read,Rate this book
3345,https://www.goodreads.com/book/show/11337912-the-prisoner-of-cell-25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348544498i/11337912._SY75_.jpg,https://www.goodreads.com/book/show/11337912-the-prisoner-of-cell-25,"The Prisoner of Cell 25 (Michael Vey, #1)",https://www.goodreads.com/author/show/46097.Richard_Paul_Evans,Richard Paul Evans," 4.22 avg rating — 36,341 ratings",and,and,Want to Read,Want to Read,Rate this book
3345,https://www.goodreads.com/book/show/3223761-every-soul-a-star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330221785i/3223761._SX50_.jpg,https://www.goodreads.com/book/show/3223761-every-soul-a-star,Every Soul a Star,https://www.goodreads.com/author/show/99650.Wendy_Mass,Wendy Mass," 4.10 avg rating — 22,108 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3345,https://www.goodreads.com/book/show/18214414-the-silkworm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540217126i/18214414._SY75_.jpg,https://www.goodreads.com/book/show/18214414-the-silkworm,"The Silkworm (Cormoran Strike, #2)",https://www.goodreads.com/author/show/383606.Robert_Galbraith,Robert Galbraith," 4.04 avg rating — 222,318 ratings",and,and,Want to Read,Want to Read,Rate this book
3345,https://www.goodreads.com/book/show/28090850-the-body-reader,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457088959i/28090850._SX50_.jpg,https://www.goodreads.com/book/show/28090850-the-body-reader,"The Body Reader (Detective Jude Fontaine Mysteries, #1)",https://www.goodreads.com/author/show/4327517.Anne_Frasier,Anne Frasier," 4.22 avg rating — 28,796 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3350,https://www.goodreads.com/book/show/15852756-naked,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346136598i/15852756._SX50_.jpg,https://www.goodreads.com/book/show/15852756-naked,"Naked (The Blackstone Affair, #1)",https://www.goodreads.com/author/show/4930653.Raine_Miller,Raine Miller," 4.02 avg rating — 72,024 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3350,https://www.goodreads.com/book/show/11100431-heir-of-novron,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307960132i/11100431._SX50_.jpg,https://www.goodreads.com/book/show/11100431-heir-of-novron,"Heir of Novron (The Riyria Revelations, #5-6)",https://www.goodreads.com/author/show/2063919.Michael_J_Sullivan,Michael J. Sullivan," 4.49 avg rating — 41,039 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3350,https://www.goodreads.com/book/show/106835.The_Intelligent_Investor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409602421i/106835._SY75_.jpg,https://www.goodreads.com/book/show/106835.The_Intelligent_Investor,The Intelligent Investor,https://www.goodreads.com/author/show/755.Benjamin_Graham,Benjamin Graham," 4.23 avg rating — 85,917 ratings",and,and,Want to Read,Want to Read,Rate this book
3353,https://www.goodreads.com/book/show/216377.VALIS,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200579i/216377._SY75_.jpg,https://www.goodreads.com/book/show/216377.VALIS,"VALIS (VALIS Trilogy, #1)",https://www.goodreads.com/author/show/4764.Philip_K_Dick,Philip K. Dick," 3.93 avg rating — 25,179 ratings",and,and,Want to Read,Want to Read,Rate this book
3353,https://www.goodreads.com/book/show/18481271-unite-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395444426i/18481271._SY75_.jpg,https://www.goodreads.com/book/show/18481271-unite-me,"Unite Me (Shatter Me, #1.5, #2.5)",https://www.goodreads.com/author/show/4637539.Tahereh_Mafi,Tahereh Mafi," 4.17 avg rating — 17,038 ratings",and,and,Want to Read,Want to Read,Rate this book
3353,https://www.goodreads.com/book/show/8935689-consider-phlebas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327951890i/8935689._SY75_.jpg,https://www.goodreads.com/book/show/8935689-consider-phlebas,"Consider Phlebas (Culture, #1)",https://www.goodreads.com/author/show/5807106.Iain_M_Banks,Iain M. Banks," 3.86 avg rating — 75,887 ratings",and,and,Want to Read,Want to Read,Rate this book
3356,https://www.goodreads.com/book/show/7059135-inside-out,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335383824i/7059135._SX50_.jpg,https://www.goodreads.com/book/show/7059135-inside-out,"Inside Out (Insider, #1)",https://www.goodreads.com/author/show/445303.Maria_V_Snyder,Maria V. Snyder," 3.82 avg rating — 23,664 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3356,https://www.goodreads.com/book/show/24968392-beyond-the-kingdoms,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430009826i/24968392._SX50_.jpg,https://www.goodreads.com/book/show/24968392-beyond-the-kingdoms,"Beyond the Kingdoms (The Land of Stories, #4)",https://www.goodreads.com/author/show/4919495.Chris_Colfer,Chris Colfer," 4.50 avg rating — 28,761 ratings",and,and,Want to Read,Want to Read,Rate this book
3356,https://www.goodreads.com/book/show/413.Mason_Dixon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925333i/413._SY75_.jpg,https://www.goodreads.com/book/show/413.Mason_Dixon,Mason & Dixon,https://www.goodreads.com/author/show/235.Thomas_Pynchon,Thomas Pynchon," 4.08 avg rating — 9,444 ratings",and,and,Want to Read,Want to Read,Rate this book
3359,https://www.goodreads.com/book/show/19412.They_Cage_the_Animals_at_Night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388702609i/19412._SY75_.jpg,https://www.goodreads.com/book/show/19412.They_Cage_the_Animals_at_Night,They Cage the Animals at Night,https://www.goodreads.com/author/show/11629.Jennings_Michael_Burch,Jennings Michael Burch," 4.32 avg rating — 8,602 ratings",and,and,Want to Read,Want to Read,Rate this book
3360,https://www.goodreads.com/book/show/85448.The_Great_Santini,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442599829i/85448._SY75_.jpg,https://www.goodreads.com/book/show/85448.The_Great_Santini,The Great Santini,https://www.goodreads.com/author/show/6942.Pat_Conroy,Pat Conroy," 4.15 avg rating — 29,935 ratings",and,and,Want to Read,Want to Read,Rate this book
3360,https://www.goodreads.com/book/show/14865.Vanishing_Acts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407719603i/14865._SY75_.jpg,https://www.goodreads.com/book/show/14865.Vanishing_Acts,Vanishing Acts,https://www.goodreads.com/author/show/7128.Jodi_Picoult,Jodi Picoult," 3.70 avg rating — 94,500 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3362,https://www.goodreads.com/book/show/535441.The_Zombie_Survival_Guide,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320562270i/535441._SX50_.jpg,https://www.goodreads.com/book/show/535441.The_Zombie_Survival_Guide,The Zombie Survival Guide: Complete Protection from the Living Dead,https://www.goodreads.com/author/show/5791.Max_Brooks,Max Brooks," 3.86 avg rating — 97,678 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3362,https://www.goodreads.com/book/show/18185.The_Pillow_Book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328373976i/18185._SX50_.jpg,https://www.goodreads.com/book/show/18185.The_Pillow_Book,The Pillow Book,https://www.goodreads.com/author/show/10983.Sei_Sh_nagon,Sei Shōnagon," 4.02 avg rating — 6,131 ratings",and,and,Want to Read,Want to Read,Rate this book
3362,https://www.goodreads.com/book/show/6087756-white-cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358274572i/6087756._SY75_.jpg,https://www.goodreads.com/book/show/6087756-white-cat,"White Cat (Curse Workers, #1)",https://www.goodreads.com/author/show/25422.Holly_Black,Holly Black," 3.79 avg rating — 43,283 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3362,https://www.goodreads.com/book/show/11479285-breathe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341120438i/11479285._SX50_.jpg,https://www.goodreads.com/book/show/11479285-breathe,"Breathe (Sea Breeze, #1)",https://www.goodreads.com/author/show/4872191.Abbi_Glines,Abbi Glines," 3.86 avg rating — 79,961 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3362,https://www.goodreads.com/book/show/408615.Left_to_Tell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328860563i/408615._SX50_.jpg,https://www.goodreads.com/book/show/408615.Left_to_Tell,Left to Tell: Discovering God Amidst the Rwandan Holocaust,https://www.goodreads.com/author/show/40411.Immacul_e_Ilibagiza,Immaculée Ilibagiza," 4.40 avg rating — 40,033 ratings",and,and,Want to Read,Want to Read,Rate this book
3367,https://www.goodreads.com/book/show/18288.Critique_of_Pure_Reason,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348663530i/18288._SY75_.jpg,https://www.goodreads.com/book/show/18288.Critique_of_Pure_Reason,Critique of Pure Reason,https://www.goodreads.com/author/show/11038.Immanuel_Kant,Immanuel Kant," 3.95 avg rating — 28,503 ratings",and,and,Want to Read,Want to Read,Rate this book
3368,https://www.goodreads.com/book/show/9436632-vanish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879019i/9436632._SY75_.jpg,https://www.goodreads.com/book/show/9436632-vanish,"Vanish (Firelight, #2)",https://www.goodreads.com/author/show/89439.Sophie_Jordan,Sophie Jordan," 3.93 avg rating — 30,832 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3368,https://www.goodreads.com/book/show/27774596-after-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539892322i/27774596._SY75_.jpg,https://www.goodreads.com/book/show/27774596-after-you,"After You (Me Before You, #2)",https://www.goodreads.com/author/show/281810.Jojo_Moyes,Jojo Moyes," 3.73 avg rating — 305,790 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3368,https://www.goodreads.com/book/show/28588345-the-midnight-star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461260409i/28588345._SX50_.jpg,https://www.goodreads.com/book/show/28588345-the-midnight-star,"The Midnight Star (The Young Elites, #3)",https://www.goodreads.com/author/show/4342215.Marie_Lu,Marie Lu," 4.13 avg rating — 32,523 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
3368,https://www.goodreads.com/book/show/30244626-4-3-2-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463822564i/30244626._SY75_.jpg,https://www.goodreads.com/book/show/30244626-4-3-2-1,4 3 2 1,https://www.goodreads.com/author/show/296961.Paul_Auster,Paul Auster," 3.87 avg rating — 22,079 ratings",and,and,Want to Read,Want to Read,Rate this book
3372,https://www.goodreads.com/book/show/12021.The_Crow_Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330063373i/12021._SY75_.jpg,https://www.goodreads.com/book/show/12021.The_Crow_Road,The Crow Road,https://www.goodreads.com/author/show/7628.Iain_Banks,Iain Banks," 4.05 avg rating — 20,198 ratings",and,and,Want to Read,Want to Read,Rate this book
3372,https://www.goodreads.com/book/show/3482579,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213872538i/3482579._SX50_.jpg,https://www.goodreads.com/book/show/3482579,يوميات نائب في الأرياف,https://www.goodreads.com/author/show/871368._,توفيق الحكيم," 3.90 avg rating — 8,277 ratings",and,and,Want to Read,Want to Read,Rate this book
